Train_No,Start_Station_Code,Start_Station_Name,End_Station_Code,End_Station_Name,Total_Distance,Duration_Minutes,Duration_Hours,Route_Type
14555,BE,BAREILLY JN.,DLI,DELHI JN.,271,455.0,7.583333333333333,Medium
14556,DLI,DELHI JN.,BE,BAREILLY JN.,271,425.0,7.083333333333333,Medium
14601,FZR,FIROZPUR CAN,SGNR,SHRI GANGANA,184,225.0,3.75,Medium
14602,SGNR,SHRI GANGANA,FZR,FIROZPUR CAN,184,265.0,4.416666666666667,Medium
14603,SHC,SAHARSA JN.,ASR,AMRITSAR JN.,1568,2070.0,34.5,Long
14604,ASR,AMRITSAR JN.,SHC,SAHARSA JN.,1571,1850.0,30.833333333333332,Long
14609,RKSH,RISHIKESH,SVDK,SHRI MATA VA,635,845.0,14.083333333333334,Long
14610,SVDK,SHRI MATA VA,RKSH,RISHIKESH,635,975.0,16.25,Long
14611,GCT,GHAZIPUR CIT,SVDK,SHRI MATA VA,1385,1685.0,28.083333333333332,Long
14613,CDG,CHANDIGARH,FZR,FIROZPUR CAN,236,300.0,5.0,Medium
14614,FZR,FIROZPUR CAN,CDG,CHANDIGARH,236,285.0,4.75,Medium
14615,LKU,LALKUA JN.,ASR,AMRITSAR JN.,661,960.0,16.0,Long
14616,ASR,AMRITSAR JN.,LKU,LALKUA JN.,661,870.0,14.5,Long
14623,CWA,CHHINWARA JN,DEE,DELHI-SARAI,1027,1200.0,20.0,Long
14624,DEE,DELHI-SARAI,CWA,CHHINWARA JN,1029,1290.0,21.5,Long
14625,DEE,DELHI-SARAI,FZR,FIROZPUR CAN,382,450.0,7.5,Medium
14626,FZR,FIROZPUR CAN,DEE,DELHI-SARAI,382,440.0,7.333333333333333,Medium
14629,LDH,LUDHIANA JN.,FZR,FIROZPUR CAN,123,155.0,2.5833333333333335,Medium
14630,FZR,FIROZPUR CAN,LDH,LUDHIANA JN.,123,150.0,2.5,Medium
14631,DDN,DEHRA DUN,ASR,AMRITSAR JN.,462,750.0,12.5,Medium
14632,ASR,AMRITSAR JN.,DDN,DEHRA DUN,462,745.0,12.416666666666666,Medium
14633,ASR,AMRITSAR JN.,PTK,PATHANKOT JN,106,150.0,2.5,Medium
14634,PTK,PATHANKOT JN,ASR,AMRITSAR JN.,106,150.0,2.5,Medium
14645,DLI,DELHI JN.,JAT,JAMMU TAWI,639,815.0,13.583333333333334,Long
14646,JAT,JAMMU TAWI,DLI,DELHI JN.,639,835.0,13.916666666666666,Long
14649,JYG,JAYNAGAR,ASR,AMRITSAR JN.,1668,2440.0,40.666666666666664,Long
14650,ASR,AMRITSAR JN.,JYG,JAYNAGAR,1669,2240.0,37.333333333333336,Long
14659,DLI,DELHI JN.,JSM,JAISALMER,919,1090.0,18.166666666666668,Long
14660,JSM,JAISALMER,DLI,DELHI JN.,919,1110.0,18.5,Long
14661,JU,JODHPUR JN.,BME,BARMER,209,240.0,4.0,Medium
14662,BME,BARMER,JU,JODHPUR JN.,209,255.0,4.25,Medium
14673,JYG,JAYNAGAR,ASR,AMRITSAR JN.,1650,2440.0,40.666666666666664,Long
14674,ASR,AMRITSAR JN.,JYG,JAYNAGAR,1653,2240.0,37.333333333333336,Long
14681,NDLS,NEW DELHI,JUC,JALANDHAR CI,438,545.0,9.083333333333334,Medium
14682,JUC,JALANDHAR CI,NDLS,NEW DELHI,438,525.0,8.75,Medium
14703,JSM,JAISALMER,LGH,LALGARH JN.,314,395.0,6.583333333333333,Medium
14704,LGH,LALGARH JN.,JSM,JAISALMER,314,380.0,6.333333333333333,Medium
14707,BKN,BIKANER JN.,BDTS,BANDRA TERMI,1211,1450.0,24.166666666666668,Long
14708,BDTS,BANDRA TERMI,BKN,BIKANER JN.,1209,1470.0,24.5,Long
14709,BKN,BIKANER JN.,PURI,PURI,2094,2440.0,40.666666666666664,Long
14710,PURI,PURI,BKN,BIKANER JN.,2091,2370.0,39.5,Long
14711,HW,HARIDWAR JN,SGNR,SHRI GANGANA,471,590.0,9.833333333333334,Medium
14712,SGNR,SHRI GANGANA,HW,HARIDWAR JN,471,560.0,9.333333333333334,Medium
14713,SGNR,SHRI GANGANA,JAT,JAMMU TAWI,534,710.0,11.833333333333334,Long
14714,JAT,JAMMU TAWI,SGNR,SHRI GANGANA,534,750.0,12.5,Long
14715,HSR,HISAR JN,HW,HARIDWAR JN,445,650.0,10.833333333333334,Medium
14716,HW,HARIDWAR JN,HSR,HISAR JN,445,580.0,9.666666666666666,Medium
14717,BKN,BIKANER JN.,HW,HARIDWAR JN,751,975.0,16.25,Long
14718,HW,HARIDWAR JN,BKN,BIKANER JN.,751,935.0,15.583333333333334,Long
14723,CNB,KANPUR CENTR,BNW,BHIWANI JN.,604,975.0,16.25,Long
14724,BNW,BHIWANI JN.,CNB,KANPUR CENTR,605,995.0,16.583333333333332,Long
14731,DLI,DELHI JN.,FKA,FAZILKA JN.,521,640.0,10.666666666666666,Long
14732,FKA,FAZILKA JN.,DLI,DELHI JN.,521,645.0,10.75,Long
14795,BNW,BHIWANI JN.,PNP,PANIPAT JN.,108,145.0,2.4166666666666665,Medium
14796,PNP,PANIPAT JN.,BNW,BHIWANI JN.,108,160.0,2.6666666666666665,Medium
14801,JU,JODHPUR JN.,INDB,INDORE BG,735,960.0,16.0,Long
14803,BGKT,BHAGAT-KI-KO,ADI,AHMEDABAD,479,575.0,9.583333333333334,Medium
14804,ADI,AHMEDABAD,BGKT,BHAGAT-KI-KO,479,600.0,10.0,Medium
14805,YPR,YESVANTPUR J,BME,BARMER,2242,2730.0,45.5,Long
14806,BME,BARMER,YPR,YESVANTPUR J,2240,3015.0,50.25,Long
14807,JP,JAIPUR JN.,AWR,ALWAR JN.,150,175.0,2.9166666666666665,Medium
14808,AWR,ALWAR JN.,JP,JAIPUR JN.,150,205.0,3.4166666666666665,Medium
14809,JSM,JAISALMER,JU,JODHPUR JN.,300,360.0,6.0,Medium
14810,JU,JODHPUR JN.,JSM,JAISALMER,300,390.0,6.5,Medium
14811,SIKR,SIKAR JN.,DEE,DELHI-SARAI,291,400.0,6.666666666666667,Medium
14812,DEE,DELHI-SARAI,SIKR,SIKAR JN.,291,380.0,6.333333333333333,Medium
14853,BSB,VARANASI JN.,JU,JODHPUR JN.,1193,1515.0,25.25,Long
14854,JU,JODHPUR JN.,BSB,VARANASI JN.,1194,1500.0,25.0,Long
14863,BSB,VARANASI JN.,JU,JODHPUR JN.,1145,1465.0,24.416666666666668,Long
14864,JU,JODHPUR JN.,BSB,VARANASI JN.,1146,1395.0,23.25,Long
14865,BSB,VARANASI JN.,JU,JODHPUR JN.,1170,1465.0,24.416666666666668,Long
14866,JU,JODHPUR JN.,BSB,VARANASI JN.,1171,1400.0,23.333333333333332,Long
14887,KLK,KALKA,BME,BARMER,1082,1365.0,22.75,Long
14888,BME,BARMER,KLK,KALKA,1082,1390.0,23.166666666666668,Long
14889,BGKT,BHAGAT-KI-KO,MBF,MUNABAO,324,360.0,6.0,Medium
14890,MBF,MUNABAO,BGKT,BHAGAT-KI-KO,324,290.0,4.833333333333333,Medium
15001,MFP,MUZAFFARPUR,DDN,DEHRA DUN,1122,1435.0,23.916666666666668,Long
15002,DDN,DEHRA DUN,MFP,MUZAFFARPUR,1124,1485.0,24.75,Long
15003,CPA,KANPUR ANWAR,GKP,GORAKHPUR JN,551,855.0,14.25,Long
15004,GKP,GORAKHPUR JN,CPA,KANPUR ANWAR,551,800.0,13.333333333333334,Long
15005,GKP,GORAKHPUR JN,DDN,DEHRA DUN,813,1000.0,16.666666666666668,Long
15006,DDN,DEHRA DUN,GKP,GORAKHPUR JN,814,1000.0,16.666666666666668,Long
15007,BCY,VARANASI CIT,LJN,LUCKNOW JN.,503,765.0,12.75,Long
15008,LJN,LUCKNOW JN.,BCY,VARANASI CIT,505,795.0,13.25,Long
15009,GKP,GORAKHPUR JN,GTNR,GOMTINAGAR F,329,485.0,8.083333333333334,Medium
15011,LJN,LUCKNOW JN.,CDG,CHANDIGARH,698,960.0,16.0,Long
15012,CDG,CHANDIGARH,LJN,LUCKNOW JN.,698,965.0,16.083333333333332,Long
15013,JSM,JAISALMER,KGM,KATHGODAM,1255,1700.0,28.333333333333332,Long
15014,KGM,KATHGODAM,JSM,JAISALMER,1256,1595.0,26.583333333333332,Long
15015,GKP,GORAKHPUR JN,YPR,YESVANTPUR J,2501,3070.0,51.166666666666664,Long
15016,YPR,YESVANTPUR J,GKP,GORAKHPUR JN,2504,3235.0,53.916666666666664,Long
15017,LTT,LOKMANYA TIL,GKP,GORAKHPUR JN,1718,2195.0,36.583333333333336,Long
15018,GKP,GORAKHPUR JN,LTT,LOKMANYA TIL,1718,2195.0,36.583333333333336,Long
15019,GKP,GORAKHPUR JN,NTV,NAUTANWA,81,155.0,2.5833333333333335,Short
15020,NTV,NAUTANWA,GKP,GORAKHPUR JN,81,145.0,2.4166666666666665,Short
15021,SHM,SHALIMAR,GKP,GORAKHPUR JN,1056,1203.0,20.05,Long
15022,GKP,GORAKHPUR JN,SHM,SHALIMAR,1055,1215.0,20.25,Long
15023,GKP,GORAKHPUR JN,YPR,YESVANTPUR J,2460,3025.0,50.416666666666664,Long
15024,YPR,YESVANTPUR J,GKP,GORAKHPUR JN,2473,2645.0,44.083333333333336,Long
15025,MAU,MAU JN.,ANVT,ANAND VIHAR,823,1020.0,17.0,Long
15026,ANVT,ANAND VIHAR,MAU,MAU JN.,823,1065.0,17.75,Long
15027,HTE,HATIA,GKP,GORAKHPUR JN,859,1460.0,24.333333333333332,Long
15028,GKP,GORAKHPUR JN,HTE,HATIA,864,1485.0,24.75,Long
15029,GKP,GORAKHPUR JN,PUNE,PUNE JN.,1747,2080.0,34.666666666666664,Long
15030,PUNE,PUNE JN.,GKP,GORAKHPUR JN,1748,1995.0,33.25,Long
15033,HW,HARIDWAR JN,RMR,RAMNAGAR,243,305.0,5.083333333333333,Medium
15034,RMR,RAMNAGAR,HW,HARIDWAR JN,243,310.0,5.166666666666667,Medium
15035,DLI,DELHI JN.,KGM,KATHGODAM,278,405.0,6.75,Medium
15036,KGM,KATHGODAM,DLI,DELHI JN.,277,400.0,6.666666666666667,Medium
15037,CNB,KANPUR CENTR,KSJ,KASGANJ JN.,246,355.0,5.916666666666667,Medium
15038,KSJ,KASGANJ JN.,CNB,KANPUR CENTR,247,335.0,5.583333333333333,Medium
15039,FBD,FARRUKHABAD,KSJ,KASGANJ JN.,107,155.0,2.5833333333333335,Medium
15040,KSJ,KASGANJ JN.,FBD,FARRUKHABAD,107,120.0,2.0,Medium
15041,FBD,FARRUKHABAD,KSJ,KASGANJ JN.,107,135.0,2.25,Medium
15042,KSJ,KASGANJ JN.,FBD,FARRUKHABAD,107,140.0,2.3333333333333335,Medium
15043,LJN,LUCKNOW JN.,KGM,KATHGODAM,341,605.0,10.083333333333334,Medium
15044,KGM,KATHGODAM,LJN,LUCKNOW JN.,341,470.0,7.833333333333333,Medium
15045,GKP,GORAKHPUR JN,OKHA,OKHA,2285,2830.0,47.166666666666664,Long
15046,OKHA,OKHA,GKP,GORAKHPUR JN,2286,2785.0,46.416666666666664,Long
15047,KOAA,KOLKATA,GKP,GORAKHPUR JN,855,1035.0,17.25,Long
15048,GKP,GORAKHPUR JN,KOAA,KOLKATA,858,1015.0,16.916666666666668,Long
15049,KOAA,KOLKATA,GKP,GORAKHPUR JN,879,1155.0,19.25,Long
15050,GKP,GORAKHPUR JN,KOAA,KOLKATA,882,1225.0,20.416666666666668,Long
15051,KOAA,KOLKATA,GKP,GORAKHPUR JN,873,1065.0,17.75,Long
15052,GKP,GORAKHPUR JN,KOAA,KOLKATA,875,1095.0,18.25,Long
15053,CPR,CHHAPRA JN.,LJN,LUCKNOW JN.,535,805.0,13.416666666666666,Long
15054,LJN,LUCKNOW JN.,CPR,CHHAPRA JN.,536,860.0,14.333333333333334,Long
15055,AF,AGRA  FORT,RMR,RAMNAGAR,440,635.0,10.583333333333334,Medium
15056,RMR,RAMNAGAR,AF,AGRA  FORT,440,680.0,11.333333333333334,Medium
15057,GKP,GORAKHPUR JN,ANVT,ANAND VIHAR,748,845.0,14.083333333333334,Long
15058,ANVT,ANAND VIHAR,GKP,GORAKHPUR JN,749,860.0,14.333333333333334,Long
15059,LKU,LALKUA JN.,ANVT,ANAND VIHAR,248,390.0,6.5,Medium
15060,ANVT,ANAND VIHAR,LKU,LALKUA JN.,248,390.0,6.5,Medium
15063,GKP,GORAKHPUR JN,LTT,LOKMANYA TIL,1745,2070.0,34.5,Long
15064,LTT,LOKMANYA TIL,GKP,GORAKHPUR JN,1745,2080.0,34.666666666666664,Long
15065,GKP,GORAKHPUR JN,PNVL,PANVEL,1743,2090.0,34.833333333333336,Long
15066,PNVL,PANVEL,GKP,GORAKHPUR JN,1743,2080.0,34.666666666666664,Long
15067,GKP,GORAKHPUR JN,BDTS,BANDRA TERMI,1896,2315.0,38.583333333333336,Long
15068,BDTS,BANDRA TERMI,GKP,GORAKHPUR JN,1895,2475.0,41.25,Long
15069,GKP,GORAKHPUR JN,BNZ,BADSHAHNAGAR,333,365.0,6.083333333333333,Medium
15070,BNZ,BADSHAHNAGAR,GKP,GORAKHPUR JN,333,415.0,6.916666666666667,Medium
15097,BGP,BHAGALPUR,JAT,JAMMU TAWI,1777,2205.0,36.75,Long
15098,JAT,JAMMU TAWI,BGP,BHAGALPUR,1780,2115.0,35.25,Long
15101,CPR,CHHAPRA JN.,CSMT,CST-MUMBAI,1878,1980.0,33.0,Long
15102,CSMT,CST-MUMBAI,CPR,CHHAPRA JN.,1882,2225.0,37.083333333333336,Long
15103,GKP,GORAKHPUR JN,MUV,MANDUADIH,234,345.0,5.75,Medium
15104,MUV,MANDUADIH,GKP,GORAKHPUR JN,234,345.0,5.75,Medium
15105,CPR,CHHAPRA JN.,GKP,GORAKHPUR JN,177,240.0,4.0,Medium
15106,GKP,GORAKHPUR JN,CPR,CHHAPRA JN.,179,260.0,4.333333333333333,Medium
15111,CPR,CHHAPRA JN.,BCY,VARANASI CIT,222,295.0,4.916666666666667,Medium
15112,BCY,VARANASI CIT,CPR,CHHAPRA JN.,222,315.0,5.25,Medium
15115,CPR,CHHAPRA JN.,DLI,DELHI JN.,996,1480.0,24.666666666666668,Long
15116,DLI,DELHI JN.,CPR,CHHAPRA JN.,996,1400.0,23.333333333333332,Long
15117,MUV,MANDUADIH,JBP,JABALPUR,492,625.0,10.416666666666666,Medium
15118,JBP,JABALPUR,MUV,MANDUADIH,493,635.0,10.583333333333334,Medium
15119,RMM,RAMESWARAM,MUV,MANDUADIH,2790,3225.0,53.75,Long
15120,MUV,MANDUADIH,RMM,RAMESWARAM,2785,3095.0,51.583333333333336,Long
15159,CPR,CHHAPRA JN.,DURG,DURG,1091,1460.0,24.333333333333332,Long
15160,DURG,DURG,CPR,CHHAPRA JN.,1092,1515.0,25.25,Long
15201,PPTA,PATLIPUTRA,RXL,RAXAUL JN.,204,425.0,7.083333333333333,Medium
15202,RXL,RAXAUL JN.,PPTA,PATLIPUTRA,204,355.0,5.916666666666667,Medium
15203,BJU,BARAUNI JN.,LJN,LUCKNOW JN.,670,990.0,16.5,Long
15204,LJN,LUCKNOW JN.,BJU,BARAUNI JN.,674,1020.0,17.0,Long
15205,LJN,LUCKNOW JN.,JBP,JABALPUR,585,820.0,13.666666666666666,Long
15206,JBP,JABALPUR,LJN,LUCKNOW JN.,585,770.0,12.833333333333334,Long
15209,SHC,SAHARSA JN.,ASR,AMRITSAR JN.,1520,1935.0,32.25,Long
15210,ASR,AMRITSAR JN.,SHC,SAHARSA JN.,1523,1975.0,32.916666666666664,Long
15211,DBG,DARBHANGA JN,ASR,AMRITSAR JN.,1485,1950.0,32.5,Long
15212,ASR,AMRITSAR JN.,DBG,DARBHANGA JN,1486,1915.0,31.916666666666668,Long
15215,MFP,MUZAFFARPUR,NKE,NARKATIAGANJ,159,260.0,4.333333333333333,Medium
15216,NKE,NARKATIAGANJ,MFP,MUZAFFARPUR,159,230.0,3.8333333333333335,Medium
15227,YPR,YESVANTPUR J,MFP,MUZAFFARPUR,2729,3125.0,52.083333333333336,Long
15228,MFP,MUZAFFARPUR,YPR,YESVANTPUR J,2729,3145.0,52.416666666666664,Long
15231,BJU,BARAUNI JN.,G,GONDIA JN.,1523,1970.0,32.833333333333336,Long
15232,G,GONDIA JN.,BJU,BARAUNI JN.,1520,2130.0,35.5,Long
15233,KOAA,KOLKATA,DBG,DARBHANGA JN,534,710.0,11.833333333333334,Long
15234,DBG,DARBHANGA JN,KOAA,KOLKATA,534,685.0,11.416666666666666,Long
15235,HWH,HOWRAH JN.,DBG,DARBHANGA JN,535,685.0,11.416666666666666,Long
15236,DBG,DARBHANGA JN,HWH,HOWRAH JN.,536,675.0,11.25,Long
15267,RXL,RAXAUL JN.,LTT,LOKMANYA TIL,1924,2230.0,37.166666666666664,Long
15268,LTT,LOKMANYA TIL,RXL,RAXAUL JN.,1925,2390.0,39.833333333333336,Long
15269,MFP,MUZAFFARPUR,ADI,AHMEDABAD,1744,2150.0,35.833333333333336,Long
15270,ADI,AHMEDABAD,MFP,MUZAFFARPUR,1745,2130.0,35.5,Long
15271,HWH,HOWRAH JN.,MFP,MUZAFFARPUR,549,705.0,11.75,Long
15272,MFP,MUZAFFARPUR,HWH,HOWRAH JN.,550,705.0,11.75,Long
15273,RXL,RAXAUL JN.,ANVT,ANAND VIHAR,955,1455.0,24.25,Long
15274,ANVT,ANAND VIHAR,RXL,RAXAUL JN.,956,1400.0,23.333333333333332,Long
15275,SHC,SAHARSA JN.,BJU,BARAUNI JN.,109,170.0,2.8333333333333335,Medium
15276,BJU,BARAUNI JN.,SHC,SAHARSA JN.,109,220.0,3.6666666666666665,Medium
15279,SHC,SAHARSA JN.,ANVT,ANAND VIHAR,1182,1460.0,24.333333333333332,Long
15280,ANVT,ANAND VIHAR,SHC,SAHARSA JN.,1185,1550.0,25.833333333333332,Long
15283,KIR,KATIHAR JN.,JYG,JAYNAGAR,373,660.0,11.0,Medium
15284,JYG,JAYNAGAR,KIR,KATIHAR JN.,373,615.0,10.25,Medium
15417,APDJ,ALIPUR DUAR,SHTT,SILGHAT TOWN,589,1065.0,17.75,Long
15418,SHTT,SILGHAT TOWN,APDJ,ALIPUR DUAR,589,915.0,15.25,Long
15463,BLGT,BALURGHAT,SGUJ,SILIGURI JN.,308,405.0,6.75,Medium
15464,SGUJ,SILIGURI JN.,BLGT,BALURGHAT,309,415.0,6.916666666666667,Medium
15483,APDJ,ALIPUR DUAR,DLI,DELHI JN.,1638,2235.0,37.25,Long
15484,DLI,DELHI JN.,APDJ,ALIPUR DUAR,1638,2245.0,37.416666666666664,Long
15529,SHC,SAHARSA JN.,ANVT,ANAND VIHAR,1253,1605.0,26.75,Long
15530,ANVT,ANAND VIHAR,SHC,SAHARSA JN.,1255,1640.0,27.333333333333332,Long
15531,SHC,SAHARSA JN.,ASR,AMRITSAR JN.,1612,2160.0,36.0,Long
15532,ASR,AMRITSAR JN.,SHC,SAHARSA JN.,1615,2045.0,34.083333333333336,Long
15547,JYG,JAYNAGAR,LTT,LOKMANYA TIL,1963,2230.0,37.166666666666664,Long
15548,LTT,LOKMANYA TIL,JYG,JAYNAGAR,1963,2160.0,36.0,Long
15549,JYG,JAYNAGAR,PNBE,PATNA JN.,243,460.0,7.666666666666667,Medium
15550,PNBE,PATNA JN.,JYG,JAYNAGAR,243,450.0,7.5,Medium
15559,DBG,DARBHANGA JN,ADI,AHMEDABAD,2018,2415.0,40.25,Long
15560,ADI,AHMEDABAD,DBG,DARBHANGA JN,2020,2450.0,40.833333333333336,Long
15563,JYG,JAYNAGAR,UDN,UDHNA JN.,1865,2140.0,35.666666666666664,Long
15564,UDN,UDHNA JN.,JYG,JAYNAGAR,1866,2270.0,37.833333333333336,Long
15601,SCL,SILCHAR,NDLS,NEW DELHI,2294,2550.0,42.5,Long
15602,NDLS,NEW DELHI,SCL,SILCHAR,2295,2700.0,45.0,Long
15603,GHY,GUWAHATI,LEDO,LEDO,571,840.0,14.0,Long
15604,LEDO,LEDO,GHY,GUWAHATI,570,830.0,13.833333333333334,Long
15605,FKG,FURKATING JN,DBRG,DIBRUGARH,233,400.0,6.666666666666667,Medium
15606,DBRG,DIBRUGARH,FKG,FURKATING JN,233,405.0,6.75,Medium
15613,KYQ,KAMAKHYA JN,MZS,MURKEONG SEL,491,690.0,11.5,Medium
15614,MZS,MURKEONG SEL,KYQ,KAMAKHYA JN,491,725.0,12.083333333333334,Medium
15617,GHY,GUWAHATI,NHLN,NAHARLAGUN,332,455.0,7.583333333333333,Medium
15618,NHLN,NAHARLAGUN,GHY,GUWAHATI,332,525.0,8.75,Medium
15619,GAYA,GAYA JN.,KYQ,KAMAKHYA JN,1093,1415.0,23.583333333333332,Long
15620,KYQ,KAMAKHYA JN,GAYA,GAYA JN.,1093,1360.0,22.666666666666668,Long
15621,KYQ,KAMAKHYA JN,ANVT,ANAND VIHAR,1901,2165.0,36.083333333333336,Long
15622,ANVT,ANAND VIHAR,KYQ,KAMAKHYA JN,1904,2340.0,39.0,Long
15623,BGKT,BHAGAT-KI-KO,KYQ,KAMAKHYA JN,2541,3335.0,55.583333333333336,Long
15624,KYQ,KAMAKHYA JN,BGKT,BHAGAT-KI-KO,2540,3150.0,52.5,Long
15629,TBM,TAMBARAM,GHY,GUWAHATI,2796,3300.0,55.0,Long
15630,GHY,GUWAHATI,TBM,TAMBARAM,2797,3255.0,54.25,Long
15631,BME,BARMER,GHY,GUWAHATI,2462,3030.0,50.5,Long
15632,GHY,GUWAHATI,BME,BARMER,2461,2835.0,47.25,Long
15635,OKHA,OKHA,GHY,GUWAHATI,3219,4040.0,67.33333333333333,Long
15636,GHY,GUWAHATI,OKHA,OKHA,3219,3910.0,65.16666666666667,Long
15639,PURI,PURI,KYQ,KAMAKHYA JN,1512,1870.0,31.166666666666668,Long
15640,KYQ,KAMAKHYA JN,PURI,PURI,1513,1925.0,32.083333333333336,Long
15643,PURI,PURI,KYQ,KAMAKHYA JN,1534,1915.0,31.916666666666668,Long
15644,KYQ,KAMAKHYA JN,PURI,PURI,1548,1905.0,31.75,Long
15645,LTT,LOKMANYA TIL,GHY,GUWAHATI,2598,3115.0,51.916666666666664,Long
15646,GHY,GUWAHATI,LTT,LOKMANYA TIL,2597,3065.0,51.083333333333336,Long
15647,LTT,LOKMANYA TIL,GHY,GUWAHATI,2740,3175.0,52.916666666666664,Long
15648,GHY,GUWAHATI,LTT,LOKMANYA TIL,2739,3180.0,53.0,Long
15651,GHY,GUWAHATI,JAT,JAMMU TAWI,2344,2845.0,47.416666666666664,Long
15652,JAT,JAMMU TAWI,GHY,GUWAHATI,2348,2935.0,48.916666666666664,Long
15653,GHY,GUWAHATI,JAT,JAMMU TAWI,2431,2845.0,47.416666666666664,Long
15654,JAT,JAMMU TAWI,GHY,GUWAHATI,2433,2935.0,48.916666666666664,Long
15655,KYQ,KAMAKHYA JN,SVDK,SHRI MATA VA,2606,3195.0,53.25,Long
15656,SVDK,SHRI MATA VA,KYQ,KAMAKHYA JN,2607,3410.0,56.833333333333336,Long
15657,SDAH,SEALDAH,GHY,GUWAHATI,977,1285.0,21.416666666666668,Long
15658,GHY,GUWAHATI,SDAH,SEALDAH,977,1230.0,20.5,Long
15659,SDAH,SEALDAH,AGTL,AGARTALA,1555,2305.0,38.416666666666664,Long
15660,AGTL,AGARTALA,SDAH,SEALDAH,1554,2275.0,37.916666666666664,Long
15661,RNC,RANCHI,KYQ,KAMAKHYA JN,1228,1570.0,26.166666666666668,Long
15662,KYQ,KAMAKHYA JN,RNC,RANCHI,1232,1590.0,26.5,Long
15665,GHY,GUWAHATI,DMV,DIMAPUR,250,340.0,5.666666666666667,Medium
15666,DMV,DIMAPUR,GHY,GUWAHATI,249,345.0,5.75,Medium
15667,GIMB,GANDHIDHAM J,KYQ,KAMAKHYA JN,3142,3870.0,64.5,Long
15668,KYQ,KAMAKHYA JN,GIMB,GANDHIDHAM J,3142,3820.0,63.666666666666664,Long
15669,GHY,GUWAHATI,DMV,DIMAPUR,250,325.0,5.416666666666667,Medium
15670,DMV,DIMAPUR,GHY,GUWAHATI,249,295.0,4.916666666666667,Medium
15707,KIR,KATIHAR JN.,ASR,AMRITSAR JN.,1787,2280.0,38.0,Long
15708,ASR,AMRITSAR JN.,KIR,KATIHAR JN.,1790,2220.0,37.0,Long
15711,HWH,HOWRAH JN.,KIR,KATIHAR JN.,398,530.0,8.833333333333334,Medium
15712,KIR,KATIHAR JN.,HWH,HOWRAH JN.,419,530.0,8.833333333333334,Medium
15713,KIR,KATIHAR JN.,PNBE,PATNA JN.,289,415.0,6.916666666666667,Medium
15714,PNBE,PATNA JN.,KIR,KATIHAR JN.,289,430.0,7.166666666666667,Medium
15715,KNE,KISHANGANJ,AII,AJMER JN.,1834,2370.0,39.5,Long
15716,AII,AJMER JN.,KNE,KISHANGANJ,1834,2410.0,40.166666666666664,Long
15717,GHY,GUWAHATI,MXN,MARIANI JN.,405,685.0,11.416666666666666,Medium
15718,MXN,MARIANI JN.,GHY,GUWAHATI,404,630.0,10.5,Medium
15719,KIR,KATIHAR JN.,SGUJ,SILIGURI JN.,202,315.0,5.25,Medium
15720,SGUJ,SILIGURI JN.,KIR,KATIHAR JN.,202,315.0,5.25,Medium
15721,DGHA,DIGHA FS,NJP,NEW JALPAIGU,752,1020.0,17.0,Long
15722,NJP,NEW JALPAIGU,DGHA,DIGHA FS,773,945.0,15.75,Long
15723,NJP,NEW JALPAIGU,SMI,SITAMARHI,545,785.0,13.083333333333334,Long
15724,SMI,SITAMARHI,NJP,NEW JALPAIGU,545,720.0,12.0,Long
15765,SGUJ,SILIGURI JN.,DBB,DHUBRI,262,396.0,6.6,Medium
15766,DBB,DHUBRI,SGUJ,SILIGURI JN.,262,510.0,8.5,Medium
15767,SGUJ,SILIGURI JN.,APDJ,ALIPUR DUAR,161,285.0,4.75,Medium
15768,APDJ,ALIPUR DUAR,SGUJ,SILIGURI JN.,161,240.0,4.0,Medium
15769,APDJ,ALIPUR DUAR,LMG,LUMDING JN.,450,595.0,9.916666666666666,Medium
15770,LMG,LUMDING JN.,APDJ,ALIPUR DUAR,449,585.0,9.75,Medium
15771,APDJ,ALIPUR DUAR,KYQ,KAMAKHYA JN,300,430.0,7.166666666666667,Medium
15772,KYQ,KAMAKHYA JN,APDJ,ALIPUR DUAR,300,430.0,7.166666666666667,Medium
15815,KYQ,KAMAKHYA JN,DKGN,DEKARGAON,182,285.0,4.75,Medium
15816,DKGN,DEKARGAON,KYQ,KAMAKHYA JN,182,285.0,4.75,Medium
15903,DBRG,DIBRUGARH,CDG,CHANDIGARH,2636,3270.0,54.5,Long
15904,CDG,CHANDIGARH,DBRG,DIBRUGARH,2640,3420.0,57.0,Long
15905,CAPE,KANNIYAKUMAR,DBRG,DIBRUGARH,4260,4780.0,79.66666666666667,Long
15906,DBRG,DIBRUGARH,CAPE,KANNIYAKUMAR,4256,4965.0,82.75,Long
15909,DBRG,DIBRUGARH,LGH,LALGARH JN.,3114,4015.0,66.91666666666667,Long
15927,RNY,RANGIYA JN.,NTSK,NEW TINSUKIA,595,870.0,14.5,Long
15928,NTSK,NEW TINSUKIA,RNY,RANGIYA JN.,595,840.0,14.0,Long
15929,TBM,TAMBARAM,DBRG,DIBRUGARH,3353,4095.0,68.25,Long
15930,DBRG,DIBRUGARH,TBM,TAMBARAM,3353,4170.0,69.5,Long
15933,DBRG,DIBRUGARH,ASR,AMRITSAR JN.,2870,3725.0,62.083333333333336,Long
15934,ASR,AMRITSAR JN.,DBRG,DIBRUGARH,2872,3670.0,61.166666666666664,Long
15941,JAJ,JHAJHA,DBRG,DIBRUGARH,1712,2270.0,37.833333333333336,Long
